Photo,Score
733416.jpg,970.0773715919512
776078.jpg,1014.354946894253
776373.jpg,990.611195094006
791862.jpg,988.3591472251192
803766.jpg,1027.5929710892808
825947.jpg,956.7247140631594
92380.jpg,997.320983331378
933498.jpg,1013.7633887960574
97082.jpg,1006.5090564148852
981062.jpg,1024.8637430597016
google-dogPhoto-10.jpg,952.7136655562534
google-dogPhoto-100.jpg,1017.6547783506
google-dogPhoto-104.jpg,1055.9262341476608
google-dogPhoto-110.jpg,990.838480815381
google-dogPhoto-116.jpg,1016.3782589345376
google-dogPhoto-118.jpg,1103.9375914205234
google-dogPhoto-120.jpg,914.7162370717356
google-dogPhoto-128.jpg,943.7799084818902
google-dogPhoto-13.jpg,985.0
google-dogPhoto-130.jpg,1027.3279290703188
google-dogPhoto-144.jpg,955.669667079998
google-dogPhoto-146.jpg,1014.9208557127104
google-dogPhoto-150.jpg,1014.8505690801212
google-dogPhoto-152.jpg,1062.5921672754946
google-dogPhoto-154.jpg,1017.2713532581964
google-dogPhoto-158.jpg,1000.670016612031
google-dogPhoto-164.jpg,943.7538793137328
google-dogPhoto-17.jpg,955.7047441634442
google-dogPhoto-170.jpg,1069.3972501996177
google-dogPhoto-172.jpg,994.2952962628176
google-dogPhoto-174.jpg,1029.2439609096268
google-dogPhoto-178.jpg,985.6179502540944
google-dogPhoto-182.jpg,940.2264491800202
google-dogPhoto-186.jpg,970.010092693323
google-dogPhoto-19.jpg,1011.165416987261
google-dogPhoto-190.jpg,960.251526689192
google-dogPhoto-192.jpg,1012.694325985786
google-dogPhoto-194.jpg,1014.3528
google-dogPhoto-196.jpg,1050.2730900548388
google-dogPhoto-20.jpg,964.9280699137212
google-dogPhoto-21.jpg,987.9580020581626
google-dogPhoto-210.jpg,941.6794857786612
google-dogPhoto-214.jpg,986.3431085612012
google-dogPhoto-216.jpg,1040.7060256950908
google-dogPhoto-218.jpg,1057.2262638567786
google-dogPhoto-220.jpg,942.844950113279
google-dogPhoto-222.jpg,1049.8002495248788
google-dogPhoto-23.jpg,923.6395873260002
google-dogPhoto-234.jpg,1071.8158834463527
google-dogPhoto-236.jpg,998.8784994763196
google-dogPhoto-238.jpg,1020.2713505904796
google-dogPhoto-24.jpg,996.3524100655018
google-dogPhoto-242.jpg,1057.3670534537937
google-dogPhoto-244.jpg,1039.9145821646766
google-dogPhoto-252.jpg,973.7349741888876
google-dogPhoto-256.jpg,1053.9465144960666
google-dogPhoto-258.jpg,961.678485638198
google-dogPhoto-26.jpg,1023.9246049007224
google-dogPhoto-264.jpg,1010.400975252488
google-dogPhoto-268.jpg,955.1151883162072
google-dogPhoto-274.jpg,1000.0
google-dogPhoto-278.jpg,948.3859807341512
google-dogPhoto-28.jpg,1063.7409425724131
google-dogPhoto-280.jpg,1077.5258095297957
google-dogPhoto-282.jpg,975.0239338283618
google-dogPhoto-294.jpg,971.8591217997588
google-dogPhoto-302.jpg,985.8248933793394
google-dogPhoto-304.jpg,914.6941652860172
google-dogPhoto-308.jpg,1012.5539342528434
google-dogPhoto-310.jpg,1025.478631108154
google-dogPhoto-314.jpg,961.1012248528764
google-dogPhoto-318.jpg,959.7597159862044
google-dogPhoto-32.jpg,1090.2236799591967
google-dogPhoto-324.jpg,1091.4921376984844
google-dogPhoto-326.jpg,999.3249560235416
google-dogPhoto-328.jpg,987.6769820667575
google-dogPhoto-330.jpg,1066.9017565785314
google-dogPhoto-336.jpg,1015.9724443456566
google-dogPhoto-344.jpg,956.856279668341
google-dogPhoto-346.jpg,1016.0333140418272
google-dogPhoto-348.jpg,943.6626917212832
google-dogPhoto-358.jpg,993.7944624739474
google-dogPhoto-36.jpg,1022.9364081806968
google-dogPhoto-364.jpg,946.037677451706
google-dogPhoto-366.jpg,1000.2838508217098
google-dogPhoto-368.jpg,1071.6155368025195
google-dogPhoto-372.jpg,955.9482209872735
google-dogPhoto-38.jpg,975.9005006774166
google-dogPhoto-380.jpg,1026.8063059146862
google-dogPhoto-382.jpg,1028.1021353132385
google-dogPhoto-384.jpg,1042.471394
google-dogPhoto-392.jpg,1028.0378035256329
google-dogPhoto-4.jpg,896.714160924033
google-dogPhoto-40.jpg,996.9386967188028
google-dogPhoto-400.jpg,948.7789533481516
google-dogPhoto-402.jpg,1029.8617047952637
google-dogPhoto-416.jpg,991.4037023961304
google-dogPhoto-418.jpg,913.1376153544702
google-dogPhoto-428.jpg,1027.1502156352667
google-dogPhoto-436.jpg,1024.4859226861902
google-dogPhoto-438.jpg,999.1267704789146
google-dogPhoto-44.jpg,993.4607641460829
google-dogPhoto-442.jpg,968.3742528647298
google-dogPhoto-452.jpg,1064.8203373175777
google-dogPhoto-458.jpg,964.833856842508
google-dogPhoto-460.jpg,1003.412426631592
google-dogPhoto-462.jpg,1040.2150819264573
google-dogPhoto-472.jpg,987.6210654201524
google-dogPhoto-474.jpg,1042.129686688938
google-dogPhoto-478.jpg,956.2188109790164
google-dogPhoto-482.jpg,946.059941102539
google-dogPhoto-486.jpg,1040.7562666929914
google-dogPhoto-492.jpg,985.6243615214826
google-dogPhoto-5.jpg,934.2085783426654
google-dogPhoto-500.jpg,1076.7630863356903
google-dogPhoto-506.jpg,1077.9336043577532
google-dogPhoto-508.jpg,1044.2707700177252
google-dogPhoto-510.jpg,984.5577074792636
google-dogPhoto-516.jpg,947.8619312135152
google-dogPhoto-524.jpg,986.3102870956062
google-dogPhoto-526.jpg,931.20674601067
google-dogPhoto-528.jpg,936.6240702467924
google-dogPhoto-532.jpg,960.899281663298
google-dogPhoto-534.jpg,1021.8958096156798
google-dogPhoto-538.jpg,998.7356482282668
google-dogPhoto-54.jpg,1021.2594633488226
google-dogPhoto-540.jpg,952.9825771413286
google-dogPhoto-544.jpg,1012.5396493709692
google-dogPhoto-546.jpg,1003.1947181403052
google-dogPhoto-548.jpg,1068.2483695373894
google-dogPhoto-550.jpg,921.7705266994692
google-dogPhoto-552.jpg,982.9182573332496
google-dogPhoto-556.jpg,934.5019240406637
google-dogPhoto-562.jpg,967.3487800994374
google-dogPhoto-564.jpg,1003.6080490079328
google-dogPhoto-566.jpg,984.2976018937076
google-dogPhoto-568.jpg,1039.6262525541897
google-dogPhoto-576.jpg,1000.7467629743796
google-dogPhoto-58.jpg,974.3994107112948
google-dogPhoto-584.jpg,1027.2920039002934
google-dogPhoto-588.jpg,1067.76228609986
google-dogPhoto-590.jpg,1045.282108622253
google-dogPhoto-6.jpg,1064.8015490826515
google-dogPhoto-60.jpg,986.0843339000156
google-dogPhoto-600.jpg,1054.5847659513056
google-dogPhoto-606.jpg,1027.523305
google-dogPhoto-608.jpg,943.7112406299816
google-dogPhoto-614.jpg,969.6782258532072
google-dogPhoto-618.jpg,1056.106087364144
google-dogPhoto-62.jpg,1013.7071034063572
google-dogPhoto-622.jpg,1036.068642325686
google-dogPhoto-624.jpg,971.9673972954736
google-dogPhoto-628.jpg,1097.313029821459
google-dogPhoto-632.jpg,942.5051558377952
google-dogPhoto-636.jpg,1011.9894223231804
google-dogPhoto-64.jpg,998.7453417740786
google-dogPhoto-640.jpg,1043.708005
google-dogPhoto-646.jpg,932.2102697503132
google-dogPhoto-650.jpg,1070.4854249403927
google-dogPhoto-656.jpg,1024.3752987521552
google-dogPhoto-658.jpg,956.310670687144
google-dogPhoto-660.jpg,971.812628007844
google-dogPhoto-664.jpg,973.7686834327492
google-dogPhoto-666.jpg,984.2083656051632
google-dogPhoto-670.jpg,1067.6398000798963
google-dogPhoto-68.jpg,1031.222301260193
google-dogPhoto-680.jpg,1000.619258
google-dogPhoto-682.jpg,931.365096078404
google-dogPhoto-686.jpg,970.4066227008054
google-dogPhoto-688.jpg,921.0904557896216
google-dogPhoto-692.jpg,1063.7016715505133
google-dogPhoto-694.jpg,1063.7744043630134
google-dogPhoto-696.jpg,964.3973191484828
google-dogPhoto-698.jpg,885.0239838046415
google-dogPhoto-7.jpg,956.9381479
google-dogPhoto-70.jpg,964.4504669698508
google-dogPhoto-704.jpg,983.708590726009
google-dogPhoto-706.jpg,1029.149602304254
google-dogPhoto-712.jpg,896.0128315281456
google-dogPhoto-714.jpg,999.1976214782072
google-dogPhoto-718.jpg,1046.3850175161172
google-dogPhoto-72.jpg,1043.436646596344
google-dogPhoto-720.jpg,1002.2444716690864
google-dogPhoto-730.jpg,970.7984727206866
google-dogPhoto-732.jpg,1001.0797038813334
google-dogPhoto-738.jpg,1045.6370628348027
google-dogPhoto-752.jpg,1080.5718753023014
google-dogPhoto-758.jpg,984.9581525920122
google-dogPhoto-76.jpg,993.000414612256
google-dogPhoto-766.jpg,1064.8509214112096
google-dogPhoto-768.jpg,933.4741252015716
google-dogPhoto-774.jpg,1018.647063722329
google-dogPhoto-778.jpg,1056.955266448637
google-dogPhoto-782.jpg,1090.7879359380183
google-dogPhoto-788.jpg,999.4082742726824
google-dogPhoto-794.jpg,973.6454094551827
google-dogPhoto-798.jpg,1040.148718979647
google-dogPhoto-84.jpg,956.4114137291282
google-dogPhoto-86.jpg,909.0842177683884
google-dogPhoto-90.jpg,942.7738599669972
google-dogPhoto-96.jpg,1082.302466510737
unsplash-dog-10.jpg,1002.6215570595872
unsplash-dog-12.jpg,971.0817645434028
unsplash-dog-14.jpg,985.502725837898
unsplash-dog-16.jpg,1042.7468154652042
unsplash-dog-18.jpg,987.7870291573208
unsplash-dog-2.jpg,995.4174515788274
unsplash-dog-20.jpg,1025.3571407468055
unsplash-dog-22.jpg,1002.3237917268204
unsplash-dog-24.jpg,945.5011087737582
unsplash-dog-26.jpg,1025.5698718187089
unsplash-dog-3.jpg,1023.1134692225152
unsplash-dog-30.jpg,983.8678460280088
unsplash-dog-38.jpg,985.0
unsplash-dog-4.jpg,1040.6165464536298
unsplash-dog-40.jpg,1015.6739747297654
unsplash-dog-42.jpg,1000.0
unsplash-dog-44.jpg,1000.1523287922024
unsplash-dog-46.jpg,1028.1923627029232
unsplash-dog-48.jpg,1049.2237783184698
unsplash-dog-56.jpg,936.5718848540204
unsplash-dog-59.jpg,1052.2144757485253
unsplash-dog-6.jpg,1014.3459715475332
unsplash-dog-60.jpg,985.0
unsplash-dog-61.jpg,998.4976692731642
unsplash-dog-8.jpg,984.8396307924068
