Photo,Score
unsplash-animal-13.jpg,992.1090841709668
unsplash-animal-7.jpg,1036.5603360177615
google-animal-28.jpg,942.1271593
unsplash-animal-8.jpg,1065.545579
google-animal-30.jpg,1025.2403408075809
google-animal-39.jpg,863.1311549
google-animal-22.jpg,1010.5501606100376
google-animal-14.jpg,1028.7674635110118
google-animal-8.jpg,1053.227971106382
google-animal-13.jpg,821.230488037119
unsplash-animal-19.jpg,940.712214836392
google-animal-9.jpg,933.1618778804971
google-animal-20.jpg,935.9878906
unsplash-animal-10.jpg,1096.3688495701792
google-animal-26.jpg,1079.903327834004
unsplash-animal-16.jpg,1006.706900374332
unsplash-animal-6.jpg,967.9535445
google-animal-31.jpg,986.3470257195029
google-animal-23.jpg,977.0794032365416
google-animal-24.jpg,1112.0682000979198
google-animal-41.jpg,1062.900719
unsplash-animal-11.jpg,930.424618390192
google-animal-36.jpg,1004.7382094774028
google-animal-40.jpg,910.4636298789538
google-animal-42.jpg,1109.4777266599888
google-animal-3.jpg,1025.3615880444622
google-animal-12.jpg,1152.6706793377111
unsplash-animal-18.jpg,1061.0031194298208
google-animal-29.jpg,882.7944370365145
google-animal-15.jpg,1072.141340179058
google-animal-35.jpg,1112.78356051191
google-animal-1.jpg,1076.091448
google-animal-16.jpg,960.1672929471522
google-animal-27.jpg,948.074048508905
google-animal-4.jpg,1151.7603165935054
google-animal-2.jpg,1024.831252
google-animal-34.jpg,1072.3953705242575
google-advancedsearch-65.jpg,985.5332750762508
google-advancedsearch-174.jpg,948.8393957
google-advancedsearch-81.jpg,1025.7531568166712
google-advancedsearch-123.jpg,963.3438516657382
google-animal-17.jpg,875.0104580023477
google-advancedsearch-138.jpg,958.110882329089
google-animal-44.jpg,950.021042120558
google-advancedsearch-17.jpg,1023.6432345201274
google-advancedsearch-161.jpg,940.1645127886252
google-advancedsearch-59.jpg,911.839851584443
google-advancedsearch-43.jpg,968.513752932952
google-advancedsearch-93.jpg,1026.2898098145808
google-advancedsearch-34.jpg,1026.256828
google-advancedsearch-99.jpg,1031.4158939084748
google-advancedsearch-172.jpg,1187.450135452102
google-advancedsearch-166.jpg,1126.9473315458863
google-advancedsearch-52.jpg,1057.979933640968
google-animal-43.jpg,932.6429795627514
google-advancedsearch-169.jpg,1068.632381
google-advancedsearch-186.jpg,1040.6699171374953
google-animal-33.jpg,963.7799734
google-advancedsearch-16.jpg,876.2328305
google-advancedsearch-78.jpg,984.5874301
google-advancedsearch-42.jpg,884.8587854
google-advancedsearch-147.jpg,996.8910320306304
google-animal-45.jpg,928.2679112499
google-animal-46.jpg,947.9888702
google-advancedsearch-111.jpg,1075.4576972209636
google-advancedsearch-5.jpg,1012.309603
google-advancedsearch-51.jpg,999.9852316
google-advancedsearch-84.jpg,1101.369491
google-advancedsearch-159.jpg,916.5432031
google-advancedsearch-23.jpg,1073.0548872175386
google-advancedsearch-92.jpg,985.7615366087532
google-advancedsearch-9.jpg,892.899911
google-advancedsearch-41.jpg,1101.139054
google-animal-10.jpg,1054.5605393400103
google-advancedsearch-149.jpg,985.57905848653
google-advancedsearch-103.jpg,986.8658596
google-advancedsearch-58.jpg,876.8800417295945
google-advancedsearch-133.jpg,925.8162593
google-advancedsearch-116.jpg,922.3643674
google-advancedsearch-76.jpg,1073.586556
google-advancedsearch-94.jpg,904.1562009219222
google-advancedsearch-6.jpg,934.1566324
google-advancedsearch-184.jpg,1086.387033
google-advancedsearch-148.jpg,1088.762280675493
google-advancedsearch-130.jpg,946.794282113342
google-advancedsearch-2.jpg,1153.6292366801465
google-advancedsearch-75.jpg,925.622381979442
unsplash-animal-9.jpg,1153.79985796937
google-advancedsearch-134.jpg,1032.011713513571
google-advancedsearch-73.jpg,1008.0493977377472
google-advancedsearch-177.jpg,1063.9067027966018
google-animal-37.jpg,956.5952729067932
google-advancedsearch-30.jpg,967.6781315359732
google-animal-38.jpg,841.7906739870798
google-advancedsearch-168.jpg,1189.2701512873225
google-advancedsearch-4.jpg,943.5747530080178
google-advancedsearch-119.jpg,1043.6155421341068
google-advancedsearch-22.jpg,1025.253643
google-advancedsearch-48.jpg,1085.191579215597
google-advancedsearch-86.jpg,958.256740485501
google-advancedsearch-155.jpg,901.393926938282
google-advancedsearch-170.jpg,898.355665709628
google-advancedsearch-38.jpg,928.4014881259052
google-advancedsearch-54.jpg,929.1466493803518
google-advancedsearch-131.jpg,1098.276756319648
google-advancedsearch-158.jpg,943.7007190268906
google-advancedsearch-24.jpg,972.010671476187
google-advancedsearch-25.jpg,915.9444379593828
google-advancedsearch-88.jpg,1125.824797924888
google-advancedsearch-53.jpg,1119.196196197504
